locus,map_chr,map_prop,map_pos,dlab_chr,dlab_prop,dlab_pos,poli_chr,poli_prop,poli_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,csem_chr,csem_prop,csem_pos,onil_chr,onil_prop,onil_pos,
dDocent_Contig_1316,15,0.817,60.77,,,,4,0.548,10410222,,,,,,,,,,,,,,,,,,,
dDocent_Contig_13627,22,0.264,20.04,9,0.323,7216660,22,0.763,15256631,10,0.891,13952520,3,0.220,5169624,,,,,,,,,,,,,
dDocent_Contig_8591,24,0.763,49.31,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_253090,19,0.237,13.72,,,,10,0.645,14096853,,,,,,,,,,,,,,,,,,,
dDocent_Contig_56798,11,0.141,9.31,17,0.132,3011999,2,0.375,7682519,18,0.030,487827,7_1,0.860,19998982,,,,,,,,,,7,0.532,27132945,
dDocent_Contig_25548,16,0.455,31.06,16,0.368,9511035,6,0.029,722920,,,,15,0.382,11763689,7,0.889,12720421,,,,,,,,,,
dDocent_Contig_53617,7,0.314,17.94,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_55140,9,0.132,10.33,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_19189,23,0.071,4.63,22-25,0.103,2728226,17,0.750,18887174,12,0.804,14799906,6,0.842,23505123,3,0.992,12983945,9,0.946,9982878,10,0.786,16518282,20,0.202,6363433,
dDocent_Contig_384966,8,0.465,33.78,,,,18,0.273,5290937,,,,,,,,,,,,,,,,,,,
dDocent_Contig_352570,2,0.302,16.99,11,0.185,4852115,3,0.314,7292249,6,0.268,4577065,16-22,0.121,3135534,,,,,,,,,,13,0.405,13291262,
dDocent_Contig_91501,11,0.369,24.33,,,,2,0.198,4055407,,,,,,,,,,,,,,,,,,,
dDocent_Contig_20838,13,0.303,19.47,8,0.064,1466179,,,,,,,3,0.662,15553367,,,,,,,,,,,,,
dDocent_Contig_12340,16,1.000,68.23,,,,6,0.526,12948063,,,,,,,,,,,,,,,,,,,
dDocent_Contig_698,5,0.126,8.41,2,0.531,13914443,12,0.637,16384582,,,,8,0.231,5995415,,,,,,,,,,,,,
dDocent_Contig_108413,13,0.135,8.69,15,0.160,4099933,15,0.231,5503399,,,,1,0.347,8906406,,,,2,0.882,19041011,,,,16,0.938,32716857,
dDocent_Contig_220825,20,0.500,34.97,5,0.486,15842802,7,0.181,5345911,2,0.418,9747007,2,0.072,2192612,13,0.862,14616578,5,0.503,6733241,5,0.829,15986253,1,0.335,10459226,
dDocent_Contig_359111,4,0.281,21.45,7,0.360,10258647,,,,9,0.740,14984088,5,0.769,22273783,17,0.200,2239185,18,0.219,2424157,9,0.649,12736087,6,0.775,28445868,
dDocent_Contig_199626,23,0.042,2.71999999999999,,,,17,0.805,20275780,,,,6,0.992,27689368,,,,,,,,,,,,,
dDocent_Contig_297333,4,0.499,38.1,7,0.628,17880537,5,0.064,1661766,9,0.095,1927307,5,0.506,14649944,17,0.341,3808959,18,0.011,116847,,,,6,0.508,18667863,
dDocent_Contig_49287,10,0.010,0.670000000000002,13,0.065,1790616,11,0.419,9540850,,,,21,0.092,2625213,,,,,,,,,,,,,
dDocent_Contig_51425,10,0.537,35.39,10,0.491,11810226,11,0.528,12013106,3,0.130,2183491,4,0.523,13359000,22,0.586,6807115,15,0.786,5750636,20,0.228,3468471,18,0.383,10042131,
dDocent_Contig_27537,3,0.691,46.91,,,,21,0.212,5367653,,,,,,,,,,,,,,,,,,,
dDocent_Contig_229737,11,0.448,29.53,17,0.451,10319765,2,0.816,16727207,18,0.665,10824521,7_1,0.546,12695351,16,0.555,5723278,14,0.565,5784804,,,,15,0.658,17567296,
dDocent_Contig_59935,11,0.569,37.55,,,,2,0.584,11966440,,,,7_1,0.413,9603572,,,,,,,,,,,,,
dDocent_Contig_10181,12,0.161,11.42,4,0.741,20421852,24,0.478,10890905,,,,17,0.250,6914515,,,,,,,,,,23,0.645,13402054,
dDocent_Contig_23445,11,0.772,50.9,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_122835,3,0.000,0,13,0.399,11028988,21,0.426,10790515,,,,21,0.212,6083560,,,,,,,,,,,,,
dDocent_Contig_15619,6,0.354,25.12,20,0.247,7016307,23,0.599,17550653,13,0.571,11476720,13,0.500,13635489,21,0.987,14705999,12,0.095,1194925,Z,0.894,19577746,12,0.355,12298454,
dDocent_Contig_293474,1,0.427,27.92,,,,1,0.056,1554057,,,,,,,,,,,,,,,,,,,
dDocent_Contig_120683,10,0.537,35.39,10,0.486,11690513,11,0.523,11905323,,,,,,,,,,,,,,,,,,,
dDocent_Contig_212830,18,0.445,31.82,,,,16,0.634,10876556,4,0.615,20066225,18,0.179,3432937,,,,19,0.745,5420539,8,0.860,25923962,17,0.857,27214401,
dDocent_Contig_10333,17,0.740,45,,,,9,0.749,11130113,,,,,,,,,,,,,,,,,,,
dDocent_Contig_193602,2,0.633,35.64,11,0.562,14737764,3,0.646,14990747,,,,16-22,0.491,12697759,,,,,,,,,,,,,
dDocent_Contig_319646,1,0.286,18.73,1A,0.438,12718304,1,0.288,7997496,17,0.469,6847411,12,0.679,18906146,,,,,,,,,,,,,
dDocent_Contig_126987,17,0.041,2.5,,,,9,0.115,1710253,,,,,,,8,0.613,9004274,,,,1,0.985,34025569,,,,
dDocent_Contig_21940,2,0.331,18.65,,,,3,0.715,16601001,,,,,,,,,,,,,,,,,,,
dDocent_Contig_38564,5,0.335,22.36,,,,12,0.816,20983965,,,,,,,,,,,,,,,,,,,
dDocent_Contig_174602,18,0.150,10.72,,,,,,,,,,,,,13,0.882,14946407,,,,8,0.959,28919896,,,,
dDocent_Contig_46295,21,0.414,26.62,24,0.650,9052061,14,0.623,6947615,,,,7_2,0.621,8635804,,,,,,,,,,,,,
dDocent_Contig_240233,17,0.980,59.57,,,,9,0.930,13824485,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4715,13,0.504,32.46,,,,15,0.667,15873448,,,,,,,,,,,,,,,,,,,
dDocent_Contig_19091,7,0.388,22.14,12,0.552,12828660,8,0.703,11500584,15,0.410,6648275,19,0.535,13132938,2,0.518,5912036,10,0.511,6785269,1,0.249,8595336,19,0.112,3038996,
dDocent_Contig_2858,5,0.451,30.07,2,0.349,9159935,12,0.490,12594440,4,0.335,10924634,8,0.422,10944411,14,0.349,4300257,1,0.022,499110,15,0.533,10709444,,,,
dDocent_Contig_32522,1,0.122,7.97,1A,0.258,7484245,1,0.477,13266966,,,,12,0.492,13702286,,,,,,,,,,5,0.240,8989765,
dDocent_Contig_23775,4,0.098,7.49,,,,5,0.632,16329270,,,,,,,,,,,,,,,,,,,
dDocent_Contig_339791,8,0.313,22.73,18-21,0.252,4144837,18,0.098,1905079,21,0.347,4069044,24,0.376,7458807,10,0.374,3413113,,,,3,0.234,3799744,9,0.292,6110965,
dDocent_Contig_27780,6,0.093,6.58,,,,23,0.842,24664341,,,,,,,,,,,,,,,,,,,
dDocent_Contig_70736,24,0.000,0,6,0.838,23615173,19,0.075,1980671,19,0.182,3691092,10,0.859,24008771,9,0.222,3094366,13,0.082,1092023,6,0.228,4302137,7,0.105,5372568,
dDocent_Contig_35972,23,0.743,48.63,22-25,0.761,20113388,17,0.440,11070892,12,0.284,5218847,6,0.220,6148373,,,,,,,10,0.436,9163298,,,,
dDocent_Contig_28007,8,0.465,33.78,18-21,0.426,7003402,18,0.246,4770003,21,0.552,6465871,24,0.524,10371745,,,,,,,,,,9,0.440,9225191,
dDocent_Contig_5377,16,1.000,68.23,,,,6,0.333,8205841,,,,,,,,,,,,,,,,,,,
dDocent_Contig_406,14,0.698,37.12,19,0.948,21991226,13,0.886,17512273,14,0.702,10708325,9,0.137,3146102,6,0.148,1392461,4,0.994,9811951,14,0.018,511584,7,0.601,30700087,
dDocent_Contig_23286,12,0.579,41.02,,,,24,0.171,3901026,,,,,,,,,,,,,,,,,,,
dDocent_Contig_9130,1,0.514,33.64,1A,0.695,20168491,1,0.696,19356308,,,,12,0.935,26039704,,,,,,,,,,5,0.918,34338311,
dDocent_Contig_84818,13,0.625,40.19,15,0.656,16772179,15,0.445,10590530,,,,,,,,,,,,,,,,,,,
dDocent_Contig_11280,1,0.222,14.56,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_133371,6,0.354,25.12,20,0.250,7093081,23,0.602,17633854,,,,13,0.503,13709561,,,,,,,,,,,,,
dDocent_Contig_10043,18,0.629,45.03,,,,16,0.140,2395021,,,,,,,,,,,,,,,,,,,
dDocent_Contig_397105,6,0.093,6.58,20,0.878,24940923,23,0.856,25090420,13,0.176,3541882,13,0.763,20790895,,,,,,,,,,12,0.089,3089578,
dDocent_Contig_12291,22,0.178,13.51,9,0.265,5916128,22,0.823,16444578,10,0.859,13450661,3,0.162,3800778,12,0.509,5425533,21,0.878,5124679,,,,,,,
dDocent_Contig_3406,7,0.422,24.09,12,0.611,14199736,,,,15,0.478,7740066,19,0.594,14573160,2,0.438,5001755,10,0.576,7651166,1,0.282,9748852,,,,
dDocent_Contig_21407,2,0.104,5.88,11,0.027,697446,3,0.138,3192555,6,0.247,4221107,16-22,0.923,23847895,4,0.540,7468957,17,0.708,8588018,12,0.054,999408,13,0.287,9418997,
dDocent_Contig_9310,14,0.428,22.79,19,0.531,12321924,13,0.285,5628642,14,0.326,4966378,9,0.542,12465759,,,,,,,14,0.803,23158564,,,,
dDocent_Contig_11941,9,0.571,44.85,14,0.733,20813768,20,0.348,7985769,,,,20,0.735,17459511,,,,,,,,,,,,,
dDocent_Contig_150999,20,0.360,25.21,,,,7,0.546,16150043,,,,,,,,,,,,,,,,,,,
dDocent_Contig_56290,1,0.222,14.56,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_22610,16,0.862,58.84,16,0.107,2764820,6,0.388,9555538,,,,15,0.158,4863897,,,,,,,,,,11,0.976,32647347,
dDocent_Contig_97542,14,0.163,8.69,19,0.343,7962306,13,0.498,9840769,,,,9,0.727,16702864,6,0.537,5053392,,,,,,,7,0.265,13500910,
dDocent_Contig_20760,4,0.294,22.43,7,0.408,11615669,5,0.444,11474220,9,0.688,13929133,5,0.723,20926305,17,0.155,1735818,18,0.257,2844965,9,0.776,15227871,6,0.651,23890607,
dDocent_Contig_146886,16,0.495,33.8,16,0.320,8253063,6,0.077,1904201,20,0.609,12024433,15,0.343,10543899,,,,,,,,,,11,0.563,18843021,
dDocent_Contig_55414,3,0.362,24.6,13,0.562,15537485,21,0.594,15044794,1,0.265,7469056,21,0.364,10450020,11,0.287,3221052,,,,,,,14,0.432,14766694,
dDocent_Contig_78605,24,0.524,33.9,6,0.595,16760282,19,0.733,19347735,,,,10,0.249,6953792,,,,,,,,,,,,,
dDocent_Contig_233200,12,0.297,21.06,4,0.555,15307720,23,0.102,2997628,8,0.731,14150759,17,0.444,12297882,,,,,,,,,,23,0.796,16537055,
dDocent_Contig_11228,22,0.743,56.43,9,0.896,20043703,22,0.169,3383091,,,,3,0.754,17722312,,,,,,,,,,22,0.185,4891811,
dDocent_Contig_80450,24,0.370,23.93,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_212609,9,0.334,26.19,14,0.375,10635830,20,0.710,16268831,7,0.601,16782744,20,0.426,10114412,15,0.690,7944429,,,,,,,,,,
dDocent_Contig_10799,12,0.500,35.43,,,,24,0.078,1788711,8,0.577,11177587,17,0.583,16128707,,,,,,,,,,,,,
dDocent_Contig_1580,16,1.000,68.23,16,0.127,3280016,6,0.370,9120810,,,,15,0.175,5391222,,,,,,,,,,11,0.955,31947348,
dDocent_Contig_11900,2,0.934,52.59,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_17862,23,0.681,44.58,22-25,0.709,18737713,17,0.493,12423009,12,0.341,6283782,6,0.267,7446457,,,,,,,10,0.315,6615197,,,,
dDocent_Contig_179212,12,0.147,10.41,,,,24,0.140,3198095,,,,,,,,,,,,,,,,,,,
dDocent_Contig_9013,10,0.176,11.59,10,0.123,2953822,11,0.351,8001688,,,,4,0.860,21965453,22,0.502,5823530,,,,,,,,,,
dDocent_Contig_17971,2,0.871,49.06,,,,3,0.575,13345075,,,,,,,,,,,,,,,,,,,
dDocent_Contig_19641,7,0.760,43.44,12,0.880,20446677,,,,,,,,,,,,,10,0.922,12237630,1,0.465,16069039,19,0.367,9965148,
dDocent_Contig_282730,17,0.430,26.12,,,,9,0.312,4642949,,,,,,,,,,,,,,,,,,,
dDocent_Contig_330536,10,0.948,62.47,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_69473,19,0.534,30.96,,,,10,0.300,6552759,,,,11,0.596,13877859,,,,,,,,,,,,,
dDocent_Contig_66164,8,0.354,25.69,,,,18,0.127,2457818,,,,,,,,,,,,,,,,,,,
dDocent_Contig_333548,8,0.465,33.78,18-21,0.492,8099088,18,0.299,5797903,,,,24,0.577,11426127,,,,,,,,,,,,,
dDocent_Contig_35934,23,0.483,31.6,22-25,0.447,11810155,17,0.926,23314677,,,,6,0.511,14262673,,,,,,,,,,,,,
dDocent_Contig_43937,7,0.938,53.61,,,,8,0.057,940849,,,,,,,,,,,,,,,,,,,
dDocent_Contig_308594,2,0.976,54.96,11,0.824,21600743,3,0.450,10436306,,,,,,,,,,,,,,,,,,,
dDocent_Contig_7014,20,0.943,65.98,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_28819,1,0.727,47.61,1A,0.856,24858613,1,0.833,23156073,17,0.158,2313344,12,0.210,5856960,19,0.049,699044,,,,,,,5,0.555,20763651,
dDocent_Contig_26484,9,0.811,63.7,,,,20,0.007,150395,,,,,,,,,,,,,,,,,,,
dDocent_Contig_199627,6,0.670,47.61,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_25996,2,0.370,20.82,11,0.292,7649899,3,0.759,17612334,6,0.402,6870143,16-22,0.224,5790465,,,,,,,12,0.421,7745706,13,0.502,16473048,
dDocent_Contig_24060,20,0.500,34.97,,,,7,0.176,5201646,,,,,,,,,,,,,,,,,,,
dDocent_Contig_8173,7,0.319,18.25,,,,8,0.740,12109219,,,,19,0.511,12527548,,,,,,,,,,,,,
dDocent_Contig_392531,17,0.982,59.72,14,0.052,1468873,9,0.861,12795540,7,0.035,985966,14,0.898,12642410,8,0.779,11437932,,,,1,0.687,23737319,,,,
dDocent_Contig_1658,13,0.022,1.4,2,0.699,18326995,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_103448,13,0.863,55.56,15,0.880,22500351,15,0.121,2889285,,,,1,0.130,3330221,,,,2,0.414,8941789,16,0.072,1354156,16,0.103,3581421,
dDocent_Contig_28646,15,0.036,2.67,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_132290,11,0.364,24,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_958,11,0.519,34.21,,,,2,0.676,13849656,18,0.623,10148467,7_1,0.504,11727315,,,,,,,7,0.348,4807024,,,,
dDocent_Contig_11289,19,0.815,47.3,,,,10,0.134,2925722,,,,,,,,,,,,,,,,,,,
dDocent_Contig_87428,24,0.830,53.65,,,,19,0.948,25017323,,,,,,,,,,,,,,,,,,,
dDocent_Contig_10816,13,0.634,40.83,15,0.659,16860396,15,0.441,10504625,,,,1,0.807,20753863,,,,2,0.518,11187082,16,0.182,3423124,,,,
dDocent_Contig_17414,6,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_41944,19,0.804,46.63,8,0.214,4928583,10,0.145,3176595,,,,11,0.774,18022958,,,,,,,,,,4,0.312,8957328,
dDocent_Contig_25020,11,0.102,6.76,,,,2,0.347,7109288,,,,,,,,,,,,,,,,,,,
dDocent_Contig_39098,3,0.295,20.03,,,,21,0.653,16523792,,,,,,,,,,,,,,,,,,,
dDocent_Contig_61809,5,0.275,18.35,2,0.428,11211429,12,0.743,19103456,4,0.387,12642606,8,0.330,8565374,14,0.465,5731806,1,0.082,1880870,15,0.730,14658297,2,0.857,21474975,
dDocent_Contig_16374,22,0.527,40,9,0.651,14549420,22,0.397,7936750,10,0.321,5033528,3,0.525,12333914,12,0.178,1893086,,,,,,,22,0.439,11590309,
dDocent_Contig_12908,2,0.082,4.64,,,,3,0.125,2895710,,,,,,,,,,,,,,,,,,,
dDocent_Contig_6448,6,0.282,20.05,2,0.570,14957435,23,0.709,20788677,,,,13,0.614,16717808,,,,,,,,,,,,,
dDocent_Contig_2275,1,0.303,19.82,,,,,,,,,,,,,19,0.809,11478770,,,,,,,,,,
dDocent_Contig_9630,24,0.196,12.65,6,0.225,6338663,19,0.155,4094759,,,,10,0.610,17027859,,,,,,,,,,,,,
dDocent_Contig_1394,24,0.708,45.76,,,,19,0.836,22076023,,,,,,,,,,,,,,,,,,,
dDocent_Contig_36829,16,0.455,31.06,,,,6,0.179,4405100,,,,,,,,,,,,,,,,,,,
dDocent_Contig_6142,2,0.182,10.23,,,,3,0.106,2464603,,,,,,,,,,,,,,,,,,,
dDocent_Contig_205530,22,0.359,27.27,9,0.348,7785309,22,0.735,14698506,,,,3,0.243,5709525,,,,21,0.765,4461141,,,,22,0.773,20408673,
dDocent_Contig_26942,12,0.147,10.41,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_215424,5,0.340,22.7,,,,12,0.807,20752304,,,,,,,,,,,,,,,,,,,
dDocent_Contig_236777,6,0.490,34.85,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_84028,11,0.383,25.25,17,0.392,8977717,2,0.756,15495717,,,,7_1,0.603,14023555,,,,,,,7,0.301,4161812,,,,
dDocent_Contig_126075,2,0.224,12.59,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_67724,1,0.024,1.54,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_172285,10,0.353,23.27,10,0.276,6649009,11,0.190,4324426,3,0.594,9980605,4,0.722,18436261,22,0.857,9946158,,,,,,,,,,
dDocent_Contig_81415,18,0.487,34.85,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_122871,7,0.184,10.5,12,0.293,6818635,8,0.415,6790096,15,0.121,1963825,19,0.291,7142435,,,,,,,,,,,,,
dDocent_Contig_26911,13,0.958,61.66,15,0.945,24169656,15,0.076,1807597,,,,1,0.205,5262442,,,,,,,,,,,,,
dDocent_Contig_17189,23,0.427,27.95,,,,17,0.182,4575163,,,,,,,,,,,,,,,,,,,
dDocent_Contig_1011,3,0.188,12.77,,,,21,0.793,20058032,,,,21,0.561,16101724,,,,,,,,,,,,,
dDocent_Contig_175067,7,0.867,49.56,12,0.952,22126804,8,0.162,2643025,15,0.054,881415,19,0.914,22408876,,,,,,,,,,19,0.817,22198061,
dDocent_Contig_85247,16,0.455,31.06,,,,6,0.028,689818,,,,15,0.383,11799012,,,,,,,,,,,,,
dDocent_Contig_37175,6,0.753,53.49,20,0.592,16822587,23,0.036,1045833,,,,13,0.069,1868666,21,0.741,11048146,,,,,,,12,0.769,26667289,
dDocent_Contig_276086,6,0.297,21.11,20,0.114,3229305,23,0.650,19047328,13,0.630,12653873,13,0.552,15051665,21,0.007,99459,,,,,,,12,0.304,10534065,
dDocent_Contig_187402,6,0.525,37.28,20,0.413,11741843,23,0.406,11911857,13,0.299,6011246,13,0.249,6779068,,,,,,,,,,,,,
dDocent_Contig_463,1,0.212,13.88,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_35456,18,0.492,35.19,x,0.773,13735057,16,0.056,961325,,,,18,0.491,9422436,,,,,,,8,0.672,20260080,17,0.580,18414444,
dDocent_Contig_214162,12,0.864,61.19,,,,24,0.860,19604077,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23649,5,0.688,45.95,,,,12,0.432,11095995,,,,8,0.779,20204024,,,,,,,,,,,,,
dDocent_Contig_387055,23,0.335,21.93,22-25,0.241,6384328,17,0.300,7562079,12,0.087,1607807,6,0.715,19953232,3,0.835,10935874,9,0.735,7758972,10,0.790,16596050,20,0.341,10744774,
dDocent_Contig_6302,6,0.848,60.28,,,,23,0.930,27241187,,,,,,,,,,,,,,,,,,,
dDocent_Contig_65792,14,0.309,16.43,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_24110,11,0.344,22.67,,,,,,,,,,,,,,,,14,0.718,7360491,,,,15,0.824,21990054,
dDocent_Contig_25574,3,0.245,16.67,13,0.752,20766663,21,0.787,19928126,1,0.418,11788639,21,0.557,15974787,11,0.573,6435383,16,0.377,3403949,,,,14,0.643,21994678,
dDocent_Contig_190271,16,0.862,58.84,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_70673,3,0.124,8.45,13,0.801,22137369,21,0.859,21742424,,,,21,0.601,17226468,,,,,,,,,,,,,
dDocent_Contig_380845,8,0.235,17.02,18-21,0.153,2510338,18,0.021,403295,,,,24,0.066,1314998,,,,,,,,,,9,0.265,5549204,
dDocent_Contig_13237,17,0.475,28.87,3,0.610,8206841,9,0.385,5727157,7,0.216,6026424,15,0.653,20085679,8,0.959,14082422,,,,1,0.875,30207029,3,0.463,8945475,
dDocent_Contig_200921,23,0.786,51.42,,,,17,0.419,10550835,,,,,,,,,,,,,,,,,,,
dDocent_Contig_125660,21,0.469,30.16,,,,14,0.335,3734941,1,0.984,27730063,7_2,0.084,1163318,8,0.443,6500787,,,,,,,,,,
dDocent_Contig_19123,1,0.727,47.61,,,,1,0.837,23291335,17,0.151,2201799,,,,,,,,,,11,0.834,17120897,5,0.559,20901802,
dDocent_Contig_141966,21,0.558,35.89,,,,14,0.442,4932847,,,,7_2,0.528,7348280,,,,,,,,,,,,,
dDocent_Contig_33361,10,0.660,43.45,,,,11,0.900,20500279,,,,,,,,,,,,,,,,,,,
dDocent_Contig_68004,1,0.903,59.08,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_52743,1,0.727,47.61,1A,0.871,25284602,1,0.848,23575481,17,0.137,2002852,12,0.195,5427065,19,0.074,1054428,,,,11,0.847,17393479,5,0.567,21213032,
dDocent_Contig_343594,22,0.955,72.49,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4251,6,0.613,43.58,,,,23,0.196,5745690,,,,,,,,,,,,,,,,,,,
dDocent_Contig_44054,15,0.790,58.76,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_138566,15,0.705,52.42,,,,4,0.767,14558459,,,,,,,,,,,,,,,,,,,
dDocent_Contig_83970,22,0.443,33.67,,,,,,,,,,,,,,,,,,,,,,7,0.447,22817600,
dDocent_Contig_76686,7,0.118,6.75,,,,8,0.265,4331902,,,,19,0.345,8459330,,,,,,,,,,,,,
dDocent_Contig_44482,23,0.323,21.11,,,,17,0.302,7613692,,,,6,0.716,20005390,,,,,,,,,,,,,
dDocent_Contig_2373,9,0.425,33.34,,,,20,0.545,12494003,,,,20,0.582,13818417,,,,,,,,,,,,,
dDocent_Contig_236369,12,0.753,53.27,,,,24,0.227,5184486,,,,,,,,,,,,,,,,,,,
dDocent_Contig_234065,6,0.303,21.51,20,0.115,3261546,23,0.649,19013679,,,,13,0.551,15019987,,,,,,,,,,12,0.305,10564916,
dDocent_Contig_110409,22,0.882,66.97,9,0.927,20732611,22,0.145,2899081,10,0.151,2362730,3,0.780,18324574,7,0.471,6732803,,,,18,0.141,2140305,22,0.227,6003558,
dDocent_Contig_14575,13,0.174,11.17,15,0.180,4597137,15,0.207,4922061,16,0.284,5148568,1,0.362,9298855,,,,,,,,,,16,0.918,32046303,
dDocent_Contig_11036,12,0.945,66.91,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_21467,20,0.794,55.6,5,0.783,25546497,7,0.866,25582992,,,,,,,,,,,,,,,,,,,
dDocent_Contig_282858,16,0.525,35.8,16,0.287,7406749,6,0.108,2656958,,,,15,0.316,9710848,,,,,,,,,,,,,
dDocent_Contig_279405,5,0.587,39.17,,,,12,0.352,9038753,,,,8,0.688,17843481,,,,,,,,,,,,,
dDocent_Contig_43622,24,0.322,20.8,6,0.388,10942543,19,0.537,14170507,19,0.636,12876476,10,0.455,12703113,9,0.038,526599,13,0.204,2717842,6,0.006,114948,7,0.776,39597631,
dDocent_Contig_239809,23,0.097,6.33,22-25,0.240,6351569,17,0.301,7590620,12,0.089,1631505,6,0.716,19983321,3,0.837,10961204,,,,10,0.791,16629592,20,0.340,10713164,
dDocent_Contig_40220,12,0.318,22.49,,,,24,0.373,8514375,,,,,,,,,,,,,,,,,,,
dDocent_Contig_12730,14,0.263,14,19,0.425,9868657,13,0.399,7897110,,,,9,0.645,14829263,,,,,,,,,,7,0.308,15711973,
dDocent_Contig_38050,5,0.374,24.95,2,0.229,5992476,,,,4,0.160,5221692,8,0.570,14773586,,,,,,,,,,2,0.577,14451410,
dDocent_Contig_62851,16,1.000,68.23,,,,6,0.335,8237356,,,,,,,,,,,,,,,,,,,
dDocent_Contig_14591,16,0.701,47.84,,,,6,0.535,13177656,20,0.831,16405250,,,,,,,,,,,,,,,,
dDocent_Contig_16919,11,0.546,36.04,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_47183,3,0.449,30.5,13,0.409,11302852,21,0.437,11058577,1,0.170,4797884,21,0.222,6353326,,,,,,,4,0.027,539195,14,0.266,9107874,
dDocent_Contig_242834,7,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_59561,2,0.871,49.06,11,0.592,15515382,3,0.617,14321626,6,0.765,13068227,16-22,0.519,13426549,,,,,,,,,,13,0.781,25601934,
dDocent_Contig_85639,8,0.923,67.01,18-21,0.992,16330317,18,0.857,16631642,21,0.974,11410646,24,0.979,19391996,,,,,,,3,0.609,9897443,,,,
dDocent_Contig_332250,8,0.243,17.62,18-21,0.089,1472301,18,0.571,11077609,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4919,1,0.514,33.64,1A,0.705,20469701,1,0.706,19636617,,,,,,,,,,,,,,,,,,,
dDocent_Contig_40313,9,0.815,64.01,14,0.840,23844877,20,0.129,2944960,7,0.937,26187584,20,0.048,1145420,15,0.289,3327108,7,0.955,11169484,19,0.930,16496855,10,0.913,15607695,
dDocent_Contig_5715,4,0.309,23.54,,,,5,0.475,12283679,,,,5,0.750,21733018,,,,,,,,,,,,,
dDocent_Contig_39469,5,0.384,25.61,,,,12,0.835,21462122,,,,,,,,,,,,,,,,,,,
dDocent_Contig_32910,11,0.836,55.18,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_324422,21,0.779,50.13,24,0.199,2774823,14,0.851,9485606,,,,7_2,0.227,3151847,,,,,,,,,,,,,
dDocent_Contig_124762,16,0.194,13.27,,,,6,0.823,20262470,,,,,,,,,,,,,,,,,,,
dDocent_Contig_377556,17,0.291,17.71,3,0.396,5322712,9,0.481,7152737,,,,14,0.377,5301634,,,,,,,1,0.920,31779855,,,,
dDocent_Contig_399470,5,0.774,51.68,2,0.862,22589201,12,0.204,5242052,4,0.105,3416637,8,0.866,22438059,14,0.970,11964124,20,0.814,3093084,15,0.302,6072525,2,0.211,5292935,
dDocent_Contig_21235,1,0.903,59.08,,,,1,0.994,27649844,,,,12,0.039,1089747,,,,,,,,,,,,,
dDocent_Contig_294967,15,0.592,44.04,,,,4,0.343,6514155,,,,23,0.765,13893802,,,,,,,,,,,,,
dDocent_Contig_21587,12,0.147,10.41,4,0.823,22681744,24,0.578,13177961,,,,17,0.169,4671353,20,0.117,1569036,1,0.466,10708263,2,0.749,15011512,23,0.395,8208482,
dDocent_Contig_55707,15,0.125,9.27,1B,0.448,8057694,4,0.515,9778274,,,,23,0.551,10009036,1,0.421,9803733,,,,,,,8,0.526,15500416,
